timestamp,device_id,ax,ay,az,motion_magnitude,rssi,ip,data_type,sensorSource,total_acceleration,ax_abs,ay_abs,az_abs,hour,minute,second
2026-04-13 06:17:32.092000+00:00,ID_001,0.31,12.36,0.98,12.402665036192825,-69,::ffff:192.168.1.6,artificial,accelerometer,12.402665036192825,0.31,12.36,0.98,6,17,32
2026-04-13 06:17:34.152000+00:00,ID_001,4.51,1.1,2.24,5.1543864814350115,-72,::ffff:192.168.1.6,artificial,accelerometer,5.1543864814350115,4.51,1.1,2.24,6,17,34
2026-04-13 06:17:36.194000+00:00,ID_001,0.71,8.12,1.92,8.374061141405644,-69,::ffff:192.168.1.6,artificial,accelerometer,8.374061141405644,0.71,8.12,1.92,6,17,36
2026-04-13 06:17:38.205000+00:00,ID_001,2.12,2.28,-2.71,4.127577982303908,-66,::ffff:192.168.1.6,artificial,accelerometer,4.127577982303908,2.12,2.28,2.71,6,17,38
2026-04-13 06:17:40.255000+00:00,ID_001,1.22,10.36,-1.29,10.51104657015656,-66,::ffff:192.168.1.6,artificial,accelerometer,10.51104657015656,1.22,10.36,1.29,6,17,40
2026-04-13 06:17:42.340000+00:00,ID_001,2.35,10.2,5.69,11.913798722489817,-68,::ffff:192.168.1.6,artificial,accelerometer,11.913798722489817,2.35,10.2,5.69,6,17,42
2026-04-13 06:17:44.407000+00:00,ID_001,3.69,3.22,2.55,5.521503418454072,-70,::ffff:192.168.1.6,artificial,accelerometer,5.521503418454072,3.69,3.22,2.55,6,17,44
2026-04-13 06:17:46.434000+00:00,ID_001,2.16,9.57,1.73,9.962098172573889,-66,::ffff:192.168.1.6,artificial,accelerometer,9.962098172573889,2.16,9.57,1.73,6,17,46
2026-04-13 06:17:48.444000+00:00,ID_001,2.94,5.69,1.06,6.49178711912213,-68,::ffff:192.168.1.6,artificial,accelerometer,6.49178711912213,2.94,5.69,1.06,6,17,48
2026-04-13 06:17:50.532000+00:00,ID_001,5.88,-1.29,1.26,6.150292675962665,-68,::ffff:192.168.1.6,artificial,accelerometer,6.150292675962665,5.88,1.29,1.26,6,17,50
2026-04-13 06:17:52.588000+00:00,ID_001,3.02,3.69,-1.37,4.961189373527279,-64,::ffff:192.168.1.6,artificial,accelerometer,4.961189373527279,3.02,3.69,1.37,6,17,52
2026-04-13 06:17:54.590000+00:00,ID_001,-2.82,10.28,-2.94,11.057775544837217,-70,::ffff:192.168.1.6,artificial,accelerometer,11.057775544837217,2.82,10.28,2.94,6,17,54
2026-04-13 06:17:56.636000+00:00,ID_001,6.43,-1.37,0.78,6.62043805197209,-69,::ffff:192.168.1.6,artificial,accelerometer,6.62043805197209,6.43,1.37,0.78,6,17,56
2026-04-13 06:17:58.684000+00:00,ID_001,5.02,-0.27,1.8,5.33978463985206,-70,::ffff:192.168.1.6,artificial,accelerometer,5.33978463985206,5.02,0.27,1.8,6,17,58
2026-04-13 06:18:00.776000+00:00,ID_001,1.49,9.77,2.35,10.15851859278704,-69,::ffff:192.168.1.6,artificial,accelerometer,10.15851859278704,1.49,9.77,2.35,6,18,0
2026-04-13 06:18:02.818000+00:00,ID_001,3.53,9.65,2.04,10.475924780180508,-65,::ffff:192.168.1.6,artificial,accelerometer,10.475924780180508,3.53,9.65,2.04,6,18,2
2026-04-13 06:18:04.829000+00:00,ID_001,1.37,11.3,1.77,11.519539921368388,-68,::ffff:192.168.1.6,artificial,accelerometer,11.519539921368388,1.37,11.3,1.77,6,18,4
2026-04-13 06:18:06.920000+00:00,ID_001,3.49,8.28,2.43,9.30824365817741,-69,::ffff:192.168.1.6,artificial,accelerometer,9.30824365817741,3.49,8.28,2.43,6,18,6
